Name,Description,Review,Data type,Category,Source Citation,Source Description,63 Hz,125 Hz,250 Hz,500 Hz,1000 Hz,2000 Hz,4000 Hz,8000 Hz
Fantech SBL2,Acoustic Louvre,Reviewed,Insertion Loss,Louvres,Manufacturer Data,Fantech 2019,5,10,14,22,27,25,21,17
Fantech SBL1,Acoustic Louvre,Reviewed,Insertion Loss,Louvres,Manufacturer Data,Fantech 2019,4,7,9,13,14,12,12,8
Fantech ASB Aerosound Louvre,Acoustic Louvre,Reviewed,Insertion Loss,Louvres,Manufacturer Data,Fantech 2019,1,3,7,11,12,10,10,9
"People per person, raised voice—Lw 74 dB(A)","For raised voice (-6 for normal, +6 for shouting)",Reviewed,"Lw, dB(Z)",,Guideline Document,AAAC SA guide—Music Venues and Outdoor Areas,57,57,66,72,71,66,51,51
"Children per 10, 0 - 2 years—Lw 78 dB(A) per 10",,Reviewed,"Lw, dB(Z)",,Guideline Document,AAAC Guideline for Child Care Centre Acoustic Assessment V3.0,54,60,66,72,74,71,67,64
"Children per 10, 2 - 3 years—Lw 85 dB(A) per 10",,Reviewed,"Lw, dB(Z)",,Guideline Document,AAAC Guideline for Child Care Centre Acoustic Assessment V3.1,61,67,73,79,81,78,74,70
"Children per 10, 3 - 5 years—Lw 87 dB(A) per 10",,Reviewed,"Lw, dB(Z)",,Guideline Document,AAAC Guideline for Child Care Centre Acoustic Assessment V3.2,64,70,75,81,83,80,76,72
MBS010 Road Type A (60km/hr),,Reviewed,"Lw, dB(Z)",Traffic Noise,Guideline Document,Ministerial Building Standard MBS 010 – May 2023,95,89,86,83,83,80,75,75
MBS010 Road Type A (90km/hr),,Reviewed,"Lw, dB(Z)",Traffic Noise,Guideline Document,Ministerial Building Standard MBS 010 – May 2023,97,91,88,85,85,82,77,77
MBS010 Road Type A (110km/hr),,Reviewed,"Lw, dB(Z)",Traffic Noise,Guideline Document,Ministerial Building Standard MBS 010 – May 2023,99,93,90,87,87,84,79,79
MBS010 Road Type B (60km/hr),,Reviewed,"Lw, dB(Z)",Traffic Noise,Guideline Document,Ministerial Building Standard MBS 010 – May 2023,92,86,83,80,80,77,72,72
MBS010 Road Type B (90km/hr),,Reviewed,"Lw, dB(Z)",Traffic Noise,Guideline Document,Ministerial Building Standard MBS 010 – May 2023,94,88,85,82,82,79,74,74
MBS010 Road Type B (110km/hr),,Reviewed,"Lw, dB(Z)",Traffic Noise,Guideline Document,Ministerial Building Standard MBS 010 – May 2023,96,90,87,84,84,81,76,76
MBS010 Road Type R (60km/hr),,Reviewed,"Lw, dB(Z)",Traffic Noise,Guideline Document,Ministerial Building Standard MBS 010 – May 2023,89,83,80,77,77,74,69,69
MBS010 Road Type R (90km/hr),,Reviewed,"Lw, dB(Z)",Traffic Noise,Guideline Document,Ministerial Building Standard MBS 010 – May 2023,91,85,82,79,79,76,71,71
MBS010 Road Type R (110km/hr),,Reviewed,"Lw, dB(Z)",Traffic Noise,Guideline Document,Ministerial Building Standard MBS 010 – May 2023,93,87,84,81,81,78,73,73
MBS010 Train ,,Reviewed,"Lw, dB(Z)",Traffic Noise,Guideline Document,Ministerial Building Standard MBS 010 – May 2023,83,84,76,75,74,69,63,63
MBS010 Tram,,Reviewed,"Lw, dB(Z)",Traffic Noise,Guideline Document,Ministerial Building Standard MBS 010 – May 2023,78,75,75,70,66,68,64,64
"Mitsubishi PWFY-P100,200VM-E-AU",Water Unit - Hot Water Supply (Water HEX unit),Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,56,46,47,39,36.5,28.5,29,26
Mitsubishi PWFY-P100VM-E-BU,Water Unit- Hot Water Supply (Booster unit),Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,55,67.5,51,56,53,46,41.5,41
Mitsubishi PFD-P500VM-E,Close control system - Downflow unit,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,96.8,84.5,79.6,71,69.1,65.1,58.7,51.9
Mitsubishi PFD-P250VM-E,Close control system - Downflow unit,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,84.6,76.7,74.5,70.1,68.8,59.7,53.7,46.9
Mitsubishi PFFY-P63VLRMM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,52.24,50.54,55.37,52.18,45.48,39.61,33.87,29.25
Mitsubishi PFFY-P50VLRMM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,51.14,48.64,52.87,50.01,42.94,34.77,27.98,24.8
Mitsubishi PFFY-P40VLRMM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,48.32,48.67,54.14,50.28,44.26,34.75,25.95,23.11
Mitsubishi PFFY-P32VLRMM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,52.54,45.88,51.7,47.61,40.71,30.97,23.29,21.16
Mitsubishi PFFY-P25VLRMM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,57.87,51,55.56,54.86,44.52,35.67,29.46,27.84
Mitsubishi PFFY-P20VLRMM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,57.87,51,55.56,54.86,44.52,35.67,29.46,27.84
Mitsubishi PFFY-P63VLRM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,52.96,54.96,54.5,56,47.5,41.5,35.96,30.96
Mitsubishi PFFY-P50VLRM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,49.46,50.46,51.46,52,46.46,39.46,32.46,28.46
Mitsubishi PFFY-P40VLRM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,50.46,53.46,51.46,52,46.46,39.46,31.46,27.46
Mitsubishi PFFY-P32VLRM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,49.46,52.46,48,49.5,42,37,28.46,26.46
Mitsubishi PFFY-P25VLRM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,47.5,46.5,45.5,48.5,44,39.5,30.5,26.5
Mitsubishi PFFY-P20VLRM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,47.5,46.5,45.5,48.5,44,39.5,30.5,26.5
Mitsubishi PFFY-P63VLEM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,52.96,54.96,54.5,56,47.5,41.5,35.96,30.96
Mitsubishi PFFY-P50VLEM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,49.46,50.46,51.46,52,46.46,39.46,32.46,28.46
Mitsubishi PFFY-P40VLEM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,50.46,53.46,51.46,52,46.46,39.46,31.46,27.46
Mitsubishi PFFY-P32VLEM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,49.46,52.46,48,49.5,42,37,28.46,26.46
Mitsubishi PFFY-P25VLEM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,47.5,46.5,45.5,48.5,44,39.5,30.5,26.5
Mitsubishi PFFY-P20VLEM-E,Indoor Unit- Floor Standing,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,47.5,46.5,45.5,48.5,44,39.5,30.5,26.5
Mitsubishi PEFY-P200VMH-E-F,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,74.05,74.07,62.35,60.15,59.69,54.5,45.63,36.93
Mitsubishi PEFY-P140VMH-E-F,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,73.6,71.86,58.96,62.62,61.67,57.88,50.58,39.07
Mitsubishi PEFY-P80VMH-E-F,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,70.95,71.86,59.81,59.65,61.67,58.85,51.4,41.51
Mitsubishi PEFY-P250VMHS-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,61.75,64.25,66.25,62,57.5,51,47.98,38.52
Mitsubishi PEFY-P200VMHS-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,58.25,62.25,62.25,58.5,55.5,49.5,48,38.54
Mitsubishi PEFY-P200VMH-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,66.5,67,66,62,60.5,56,54.5,46
Mitsubishi PEFY-P140VMH-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,60,65.5,60.5,57,54,49,46,37
Mitsubishi PEFY-P125VMH-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,60,65.5,60.5,57,54,49,46,37
Mitsubishi PEFY-P100VMH-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,60,65.5,60.5,57,54,49,46,37
Mitsubishi PEFY-P80VMH-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,58,64.5,62.5,56,53,50,47,38.5
Mitsubishi PEFY-P71VMH-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,56,62,59,52,52,50,46,38.5
Mitsubishi PEFY-P63VMH-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,58,62.5,60,56.5,52.5,44.5,42.5,34.5
Mitsubishi PEFY-P50VMH-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,56,61.5,56,53,46,42,33.5,32.5
Mitsubishi PEFY-P40VMH-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,56,61.5,56,53,46,42,33.5,32.5
Mitsubishi PEFY-P140VMM-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,75.51,73.01,72.01,70.51,66.51,63.01,56.01,50.01
Mitsubishi PEFY-P125VMM-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,74.51,73.01,72.51,70.01,67.51,62.01,54.01,50.01
Mitsubishi PEFY-P100VMM-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,73.01,73.01,72.51,69.01,66.01,60.51,54.01,49.01
Mitsubishi PEFY-P80VMM-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,68.01,67.51,65.01,63.01,58.51,52.01,42.51,40.01
Mitsubishi PEFY-P71VMM-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,68.01,67.51,65.01,63.01,58.51,52.01,42.51,40.01
Mitsubishi PEFY-P63VMM-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,68.01,66.01,65.51,61.51,57.01,52.01,42.51,37.01
Mitsubishi PEFY-P50VMM-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,67.01,66.01,65.01,61.01,58.01,51.51,43.01,36.01
Mitsubishi PEFY-P40VMM-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,62.01,65.01,64.01,58.01,55.01,51.51,43.51,35.51
Mitsubishi PEFY-P32VMM-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,61.01,63.51,59.51,57.01,54.01,49.01,41.01,35.01
Mitsubishi PEFY-P25VMM-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,59.51,60.01,56.51,56.01,51.51,47.01,39.01,33.01
Mitsubishi PEFY-P20VMM-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,59.51,60.01,56.51,56.01,51.51,47.01,39.01,33.01
"Mitsubishi PEFY-P32VMR-E(-L,R)",Indoor Unit - Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,48.8,48.5,48,44.8,41.3,30.7,23.7,18.3
"Mitsubishi PEFY-P25VMR-E(-L,R)",Indoor Unit - Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,46.2,45.9,45.7,42.2,38.8,27.8,20.9,15.5
"Mitsubishi PEFY-P20VMR-E(-L,R)",Indoor Unit - Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,46.2,45.9,45.7,42.2,38.8,27.8,20.9,15.5
Mitsubishi PEFY-P63VMS1L-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,59.65,61.75,57.25,54.25,57.05,47.75,39.65,31.05
Mitsubishi PEFY-P50VMS1L-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,57.75,57.15,56.95,54.45,57.15,47.15,40.35,30.85
Mitsubishi PEFY-P40VMS1L-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,55.25,54.65,54.15,51.65,53.95,43.85,36.15,27.95
Mitsubishi PEFY-P32VMS1L-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,60.6,50.13,49.13,53.43,53.25,45.96,38.29,27.77
Mitsubishi PEFY-P25VMS1L-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,59.53,50.9,49.3,51.26,49.93,43.75,37.13,27.83
Mitsubishi PEFY-P20VMS1L-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,59.26,49.88,47.34,50.17,49.03,43.75,37.13,27.77
Mitsubishi PEFY-P15VMS1L-E,Indoor Unit- Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,60.15,48.85,47.17,49.19,47.72,41.65,36.87,27.77
Mitsubishi PEFY-P63VMS1-E,Indoor Unit - Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,59.65,61.75,57.25,54.25,57.05,47.75,39.65,31.05
Mitsubishi PEFY-P50VMS1-E,Indoor Unit - Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,57.75,57.15,56.95,54.45,57.15,47.15,40.35,30.85
Mitsubishi PEFY-P40VMS1-E,Indoor Unit - Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,55.25,54.65,54.15,51.65,53.95,43.85,36.15,27.95
Mitsubishi PEFY-P32VMS1-E,Indoor Unit - Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,60.6,50.13,49.13,53.43,53.25,45.96,38.29,27.77
Mitsubishi PEFY-P25VMS1-E,Indoor Unit - Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,59.53,50.9,49.3,51.26,49.93,43.75,37.13,27.83
Mitsubishi PEFY-P20VMS1-E,Indoor Unit - Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,59.26,49.88,47.34,50.17,49.03,43.75,37.13,27.77
Mitsubishi PEFY-P15VMS1-E,Indoor Unit - Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,60.15,48.85,47.17,49.19,47.72,41.65,36.87,27.77
Mitsubishi PLFY-P125VLMD-E,Indoor Unit- Cassette Type (2 Ways Flow),Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,57,63,66,63,58,53,45,36
Mitsubishi PLFY-P100VLMD-E,Indoor Unit- Cassette Type (2 Ways Flow),Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,54,60,62,60,56,50,40,33
Mitsubishi PLFY-P80VLMD-E,Indoor Unit- Cassette Type (2 Ways Flow),Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,55,60,62,61,55.5,46,38,32
Mitsubishi PLFY-P63VLMD-E,Indoor Unit- Cassette Type (2 Ways Flow),Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,50,57,58.5,57.5,49,44,36,31
Mitsubishi PLFY-P50VLMD-E,Indoor Unit- Cassette Type (2 Ways Flow),Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,53,55.5,58,56,49,43,35.5,31
Mitsubishi PLFY-P40VLMD-E,Indoor Unit- Cassette Type (2 Ways Flow),Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,49,55,56,54,47,40,32.5,31
Mitsubishi PLFY-P32VLMD-E,Indoor Unit- Cassette Type (2 Ways Flow),Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,49,52,55.5,55,45,39,32.5,31
Mitsubishi PLFY-P25VLMD-E,Indoor Unit- Cassette Type (2 Ways Flow),Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,49,53,54.5,54,43.5,38,32,31
Mitsubishi PLFY-P20VLMD-E,Indoor Unit- Cassette Type (2 Ways Flow),Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,49,53,54.5,54,43.5,38,32,31
Mitsubishi PQRY-P500YSGM-A,Outdoor Unit- WR2 Series,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,75,71,65.5,62.5,60,59,58.5,57
Mitsubishi PQRY-P400YSGM-A,Outdoor Unit- WR2 Series,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,73,69,63,59,57,56,55.5,54
Mitsubishi PQRY-P250YGM-A,Outdoor Unit- WR2 Series,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,78.5,66.5,64.5,57.5,49.5,48,46.5,48.5
Mitsubishi PQRY-P200YGM-A,Outdoor Unit- WR2 Series,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,77.5,65.5,63.5,56.5,48.5,47,45.5,47.5
Mitsubishi PURY-EP700YSJM-A(-BS),Outdoor Unit - New R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,85.5,85,86,80,78,75,73,65
Mitsubishi PURY-EP650YSJM-A(-BS),Outdoor Unit - New R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89,85,84.5,79.5,77.5,75,74,66.5
Mitsubishi PURY-EP600YSJM-A1(-BS),Outdoor Unit - New R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89,85,84.5,79.5,77.5,75,74,66.5
Mitsubishi PURY-EP600YSJM-A(-BS),Outdoor Unit - New R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,91,85,82.5,79,77,75,74.5,67
Mitsubishi PURY-EP550YSJM-A(-BS),Outdoor Unit - New R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,91,85,82.5,79,77,75,74.5,67
Mitsubishi PURY-EP500YSJM-A1(-BS),Outdoor Unit - New R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,91,85,82.5,79,77,75,74.5,67
Mitsubishi PURY-EP500YSJM-A(-BS),Outdoor Unit - New R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,88.5,84,82,78,76,73.5,72.5,66
Mitsubishi PURY-EP450YSJM-A(-BS),Outdoor Unit - New R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,88.5,83.5,82,78,76,73.5,72.5,66
Mitsubishi PURY-EP400YSJM-A(-BS),Outdoor Unit - New R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,83.5,82.5,81.5,76,74.5,71.5,68,64
Mitsubishi PURY-EP350YJM-A(-BS),Outdoor Unit - New R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,82.5,82,83,77,75,72,70,62
Mitsubishi PURY-EP300YJM-A(-BS),Outdoor Unit - New R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,88,82,79.5,76,74,72,71.5,64
Mitsubishi PURY-EP250YJM-A(-BS),Outdoor Unit - New R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,88,81.5,79.5,76,74,72,71.5,64
Mitsubishi PURY-EP200YJM-A(-BS),Outdoor Unit - New R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,80.5,79.5,78.5,73,71.5,68.5,65,61
Mitsubishi PURY-P900YSJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,84.5,85.5,87,81,78.5,76,76,67
Mitsubishi PURY-P850YSJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89.5,85.5,85.5,80.5,78.5,76,76,67.5
Mitsubishi PURY-P800YSJM-A1(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89,85,85.5,80,78,75.5,75.5,67
Mitsubishi PURY-P800YSJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,92,86,83.5,80,78,76,75.5,68
Mitsubishi PURY-P750YSJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,91.5,85,83,79.5,77.5,75.5,75,67.5
Mitsubishi PURY-P700YSJM-A1(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,91,85,82.5,79,77,75,74.5,67
Mitsubishi PURY-P700YSJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89.5,84.5,83,79,77,74.5,74.5,69
Mitsubishi PURY-P650YSJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,88.5,84,82.5,78.5,77,74,74,68.5
Mitsubishi PURY-P600YSJM-A1(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,88,83.5,82,78,76,73.5,72.5,65.5
Mitsubishi PURY-P600YSJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,83.5,83,82,78,76.5,73,73,69.5
Mitsubishi PURY-P550YSJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,81.5,82.5,82,77.5,75.5,72,71.5,67.5
Mitsubishi PURY-P500YSJM-A1(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,82.5,82,81,77,75.5,72,71,67.5
